run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR20083168,SAMN29637425,SAMN29637425,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,84858445;94414596,240199484,564286,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20083168/SRR20083168_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20083168/SRR20083168_2.fastq.gz']","85 MB, 94 MB files; 0.6 million reads; 240.2 million sequenced bases"
SRR20083173,SAMN29637437,SAMN29637437,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,582351810;641142234,1867591639,3954752,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20083173/SRR20083173_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/073/SRR20083173/SRR20083173_2.fastq.gz']","582 MB, 641 MB files; 4.0 million reads; 1867.6 million sequenced bases"
SRR18254007,SAMN26504480,SAMN26504480,Vibrio cholerae,8 03 2022,USA,Vibrio cholerae,152649160;169684539,455946641,968022,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/007/SRR18254007/SRR18254007_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR182/007/SRR18254007/SRR18254007_2.fastq.gz']","153 MB, 170 MB files; 1.0 million reads; 455.9 million sequenced bases"
SRR20083175,SAMN29637422,SAMN29637422,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,237750851;262796516,713474968,1681817,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/075/SRR20083175/SRR20083175_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/075/SRR20083175/SRR20083175_2.fastq.gz']","238 MB, 263 MB files; 1.7 million reads; 713.5 million sequenced bases"
SRR20083182,SAMN29637421,SAMN29637421,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,209126554;236928271,610526340,1382497,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/082/SRR20083182/SRR20083182_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/082/SRR20083182/SRR20083182_2.fastq.gz']","209 MB, 237 MB files; 1.4 million reads; 610.5 million sequenced bases"
SRR20083219,SAMN29637485,SAMN29637485,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,119953958;137403697,376525819,825499,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/019/SRR20083219/SRR20083219_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/019/SRR20083219/SRR20083219_2.fastq.gz']","120 MB, 137 MB files; 0.8 million reads; 376.5 million sequenced bases"
SRR20083232,SAMN29637490,SAMN29637490,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,117065191;134132762,361486184,720092,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/032/SRR20083232/SRR20083232_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/032/SRR20083232/SRR20083232_2.fastq.gz']","117 MB, 134 MB files; 0.7 million reads; 361.5 million sequenced bases"
SRR20083240,SAMN29637498,SAMN29637498,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,117394299;141623600,346735416,690708,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083240/SRR20083240_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083240/SRR20083240_2.fastq.gz']","117 MB, 142 MB files; 0.7 million reads; 346.7 million sequenced bases"
SRR18730456,SAMN27543672,PNUSAV002729,Vibrio cholerae,13 04 2022,USA,Vibrio cholerae,112976712;134028657,287720718,964264,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/056/SRR18730456/SRR18730456_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/056/SRR18730456/SRR18730456_2.fastq.gz']","113 MB, 134 MB files; 1.0 million reads; 287.7 million sequenced bases"
SRR20083247,SAMN29637505,SAMN29637505,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,158125851;180698717,509281855,1099193,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20083247/SRR20083247_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/047/SRR20083247/SRR20083247_2.fastq.gz']","158 MB, 181 MB files; 1.1 million reads; 509.3 million sequenced bases"
SRR20083254,SAMN29637521,SAMN29637521,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,151381935;171778136,497178290,990395,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/054/SRR20083254/SRR20083254_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/054/SRR20083254/SRR20083254_2.fastq.gz']","151 MB, 172 MB files; 1.0 million reads; 497.2 million sequenced bases"
SRR20083257,SAMN29637517,SAMN29637517,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,238121676;243661262,674421037,2017443,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20083257/SRR20083257_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/057/SRR20083257/SRR20083257_2.fastq.gz']","238 MB, 244 MB files; 2.0 million reads; 674.4 million sequenced bases"
SRR18752180,SAMN27583598,PNUSAV002722,Vibrio cholerae,17 04 2022,USA,Vibrio cholerae,97583292;113699562,269281924,891662,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/080/SRR18752180/SRR18752180_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR187/080/SRR18752180/SRR18752180_2.fastq.gz']","98 MB, 114 MB files; 0.9 million reads; 269.3 million sequenced bases"
SRR20083267,SAMN29637528,SAMN29637528,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,179748671;205405877,492241717,1063616,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20083267/SRR20083267_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/067/SRR20083267/SRR20083267_2.fastq.gz']","180 MB, 205 MB files; 1.1 million reads; 492.2 million sequenced bases"
SRR20083268,SAMN29637526,SAMN29637526,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,108970694;124062497,342055772,681386,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20083268/SRR20083268_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/068/SRR20083268/SRR20083268_2.fastq.gz']","109 MB, 124 MB files; 0.7 million reads; 342.1 million sequenced bases"
SRR20083277,SAMN29637536,SAMN29637536,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,115005131;131897131,339906349,796251,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20083277/SRR20083277_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/077/SRR20083277/SRR20083277_2.fastq.gz']","115 MB, 132 MB files; 0.8 million reads; 339.9 million sequenced bases"
SRR20083309,SAMN29637583,SAMN29637583,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,191779882;211356223,589288264,1296630,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR20083309/SRR20083309_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR20083309/SRR20083309_2.fastq.gz']","192 MB, 211 MB files; 1.3 million reads; 589.3 million sequenced bases"
SRR20083318,SAMN29637571,SAMN29637571,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,110111555;129384654,334537601,689484,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/018/SRR20083318/SRR20083318_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/018/SRR20083318/SRR20083318_2.fastq.gz']","110 MB, 129 MB files; 0.7 million reads; 334.5 million sequenced bases"
SRR20083340,SAMN29637613,SAMN29637613,Vibrio cholerae,13 07 2022,USA,Vibrio cholerae,80752272;87348222,235900844,469922,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083340/SRR20083340_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/040/SRR20083340/SRR20083340_2.fastq.gz']","81 MB, 87 MB files; 0.5 million reads; 235.9 million sequenced bases"
SRR19094407,SAMN28100973,SAMN28100973,Vibrio cholerae,6 05 2022,USA,Vibrio cholerae,148166373;153880161,457047434,968355,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19094407/SRR19094407_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR190/007/SRR19094407/SRR19094407_2.fastq.gz']","148 MB, 154 MB files; 1.0 million reads; 457.0 million sequenced bases"
SRR22035165,SAMN31440613,SAMN31440613,Vibrio cholerae,26 10 2022,USA,Vibrio cholerae,99188170;108668893,282263467,592262,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22035165/SRR22035165_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/065/SRR22035165/SRR22035165_2.fastq.gz']","99 MB, 109 MB files; 0.6 million reads; 282.3 million sequenced bases"
SRR22035168,SAMN31440615,SAMN31440615,Vibrio cholerae,26 10 2022,USA,Vibrio cholerae,110575439;127505104,332820056,689369,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22035168/SRR22035168_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR220/068/SRR22035168/SRR22035168_2.fastq.gz']","111 MB, 128 MB files; 0.7 million reads; 332.8 million sequenced bases"
SRR22580425,SAMN32117754,2022V-1092,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,106377367;123654966,282262275,594122,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/025/SRR22580425/SRR22580425_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/025/SRR22580425/SRR22580425_2.fastq.gz']","106 MB, 124 MB files; 0.6 million reads; 282.3 million sequenced bases"
SRR22580428,SAMN32117925,2015V-1012,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,297697101;317683204,887758888,1768444,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/028/SRR22580428/SRR22580428_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/028/SRR22580428/SRR22580428_2.fastq.gz']","298 MB, 318 MB files; 1.8 million reads; 887.8 million sequenced bases"
SRR22580430,SAMN32117927,2015V-1132,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,95489140;103213086,251815771,529260,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/030/SRR22580430/SRR22580430_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/030/SRR22580430/SRR22580430_2.fastq.gz']","95 MB, 103 MB files; 0.5 million reads; 251.8 million sequenced bases"
SRR22580451,SAMN32117749,2016V-1100,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,198955275;218716988,505669736,1071116,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/051/SRR22580451/SRR22580451_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/051/SRR22580451/SRR22580451_2.fastq.gz']","199 MB, 219 MB files; 1.1 million reads; 505.7 million sequenced bases"
SRR22580452,SAMN32117926,2014V-1002,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,107485157;127424680,327172692,688349,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/052/SRR22580452/SRR22580452_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/052/SRR22580452/SRR22580452_2.fastq.gz']","107 MB, 127 MB files; 0.7 million reads; 327.2 million sequenced bases"
SRR22580453,SAMN32117750,2016V-1072,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,250351103;265994816,745944390,1485945,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/053/SRR22580453/SRR22580453_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/053/SRR22580453/SRR22580453_2.fastq.gz']","250 MB, 266 MB files; 1.5 million reads; 745.9 million sequenced bases"
SRR22580576,SAMN32117933,2015V-1021,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,227504848;250360659,675634270,1345885,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/076/SRR22580576/SRR22580576_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/076/SRR22580576/SRR22580576_2.fastq.gz']","228 MB, 250 MB files; 1.3 million reads; 675.6 million sequenced bases"
SRR22580577,SAMN32117934,2015V-1015,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,273092040;292002674,816818758,1627129,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/077/SRR22580577/SRR22580577_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/077/SRR22580577/SRR22580577_2.fastq.gz']","273 MB, 292 MB files; 1.6 million reads; 816.8 million sequenced bases"
SRR22580589,SAMN32117963,2016V-1045,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,125121439;144941285,325228581,679907,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/089/SRR22580589/SRR22580589_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/089/SRR22580589/SRR22580589_2.fastq.gz']","125 MB, 145 MB files; 0.7 million reads; 325.2 million sequenced bases"
SRR22580647,SAMN32117999,2022V-1045,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,127969705;155591849,373334624,790745,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/047/SRR22580647/SRR22580647_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/047/SRR22580647/SRR22580647_2.fastq.gz']","128 MB, 156 MB files; 0.8 million reads; 373.3 million sequenced bases"
SRR22580671,SAMN32118034,2015V-1131,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,90059822;101889191,242415059,505541,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/071/SRR22580671/SRR22580671_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/071/SRR22580671/SRR22580671_2.fastq.gz']","90 MB, 102 MB files; 0.5 million reads; 242.4 million sequenced bases"
SRR22580704,SAMN32118056,2016V-1041,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,203680775;224700936,536375286,1115348,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/004/SRR22580704/SRR22580704_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/004/SRR22580704/SRR22580704_2.fastq.gz']","204 MB, 225 MB files; 1.1 million reads; 536.4 million sequenced bases"
SRR22580714,SAMN32118060,2022V-1025,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,64009964;78687394,184633429,396954,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/014/SRR22580714/SRR22580714_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/014/SRR22580714/SRR22580714_2.fastq.gz']","64 MB, 79 MB files; 0.4 million reads; 184.6 million sequenced bases"
SRR22580789,SAMN32118138,2015V-1080,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,307963713;323034057,913272536,1819268,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/089/SRR22580789/SRR22580789_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/089/SRR22580789/SRR22580789_2.fastq.gz']","308 MB, 323 MB files; 1.8 million reads; 913.3 million sequenced bases"
SRR22580790,SAMN32118140,2015V-1098,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,268821811;294826810,796803516,1587258,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/090/SRR22580790/SRR22580790_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/090/SRR22580790/SRR22580790_2.fastq.gz']","269 MB, 295 MB files; 1.6 million reads; 796.8 million sequenced bases"
SRR22580904,SAMN32118251,2015V-1070,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,263193007;277124362,787852856,1569428,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/004/SRR22580904/SRR22580904_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/004/SRR22580904/SRR22580904_2.fastq.gz']","263 MB, 277 MB files; 1.6 million reads; 787.9 million sequenced bases"
SRR22580908,SAMN12648313,3566-08,Pathogen: clinical or host-associated sample from Vibrio cholerae,10 12 2022,USA,Vibrio cholerae,107417947;118707926,327286209,1147829,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/008/SRR22580908/SRR22580908_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/008/SRR22580908/SRR22580908_2.fastq.gz']","107 MB, 119 MB files; 1.1 million reads; 327.3 million sequenced bases"
SRR19315643,SAMN28551621,SAMN28551621,Vibrio cholerae,20 05 2022,USA,Vibrio cholerae,154409660;181977571,463969320,958880,NexteraXT,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/043/SRR19315643/SRR19315643_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/043/SRR19315643/SRR19315643_2.fastq.gz']","154 MB, 182 MB files; 1.0 million reads; 464.0 million sequenced bases"
SRR22581017,SAMN32118963,2015V-1091,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,250979304;275799614,734780914,1463707,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/017/SRR22581017/SRR22581017_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/017/SRR22581017/SRR22581017_2.fastq.gz']","251 MB, 276 MB files; 1.5 million reads; 734.8 million sequenced bases"
SRR22581039,SAMN32119078,2016V-1124,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,256577606;275127499,781503058,1556779,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/039/SRR22581039/SRR22581039_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/039/SRR22581039/SRR22581039_2.fastq.gz']","257 MB, 275 MB files; 1.6 million reads; 781.5 million sequenced bases"
SRR1931708,SAMN03436154,2015EL-1158,Pathogen: clinical or host-associated sample from Vibrio cholerae,30 03 2015,Kenya,Vibrio cholerae,129165109;153272765,382564149,918307,Vibrio cholerae Nextera XT shotgun library,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/008/SRR1931708/SRR1931708_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/008/SRR1931708/SRR1931708_2.fastq.gz']","129 MB, 153 MB files; 0.9 million reads; 382.6 million sequenced bases"
SRR1931710,SAMN03436156,2015EL-1160,Pathogen: clinical or host-associated sample from Vibrio cholerae,30 03 2015,Kenya,Vibrio cholerae,180987232;215980866,552667120,1185697,Vibrio cholerae Nextera XT shotgun library,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/000/SRR1931710/SRR1931710_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR193/000/SRR1931710/SRR1931710_2.fastq.gz']","181 MB, 216 MB files; 1.2 million reads; 552.7 million sequenced bases"
SRR22581063,SAMN32119082,2022V-1107,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,146247776;173394116,413877767,899683,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/063/SRR22581063/SRR22581063_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/063/SRR22581063/SRR22581063_2.fastq.gz']","146 MB, 173 MB files; 0.9 million reads; 413.9 million sequenced bases"
SRR22581065,SAMN32119086,2015V-1078,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,303969344;318253251,907858968,1808484,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/065/SRR22581065/SRR22581065_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/065/SRR22581065/SRR22581065_2.fastq.gz']","304 MB, 318 MB files; 1.8 million reads; 907.9 million sequenced bases"
SRR22581097,SAMN32119123,2015V-1135,Vibrio cholerae,10 12 2022,missing,Vibrio cholerae,99192731;109028248,267257825,566007,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/097/SRR22581097/SRR22581097_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/097/SRR22581097/SRR22581097_2.fastq.gz']","99 MB, 109 MB files; 0.6 million reads; 267.3 million sequenced bases"
SRR22581305,SAMN32119186,2016V-1106,Vibrio cholerae,11 12 2022,missing,Vibrio cholerae,106808287;117895537,280705351,575100,Nextera DNA Flex,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/005/SRR22581305/SRR22581305_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR225/005/SRR22581305/SRR22581305_2.fastq.gz']","107 MB, 118 MB files; 0.6 million reads; 280.7 million sequenced bases"
